# name,mass,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_metallicity,star_mass,star_radius,star_sp_type,star_age,star_teff,star_detected_disc,star_magnetic_field
HD 69830 b,0.033,,,,,,8.667,0.003,0.003,0.0785,,,0.1,0.04,0.04,13,13,13,0.00623,2006,1/31/2012,340,26,26,2453496.8,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 69830,124.5958333,-12.6319444,5.95,,,,,12.6,-0.05,0.86,0.895,K0V,7,5385,IR Excess,
HD 69830 c,0.038,,,,,,31.56,0.04,0.04,0.186,,,0.13,0.06,0.06,13,13,13,0.014762,2006,10/19/2010,221,35,35,2453469.6,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 69830,124.5958333,-12.6319444,5.95,,,,,12.6,-0.05,0.86,0.895,K0V,7,5385,IR Excess,
HD 69830 d,0.058,,,,,,197,3,3,0.63,,,0.07,0.07,0.07,13,13,13,0.05,2006,10/19/2010,224,61,61,2453358,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 69830,124.5958333,-12.6319444,5.95,,,,,12.6,-0.05,0.86,0.895,K0V,7,5385,IR Excess,
HD 70573 b,6.1,0.4,0.4,,,,851.8,11.6,11.6,1.76,0.05,0.05,0.4,0.1,0.1,,,,0.038512,2007,1/18/2008,269.6,14.3,14.3,2106.54,25.72,25.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 70573,125.7083333,1.8594444,8.7,,,,,45.7,-0.18,1,,G1-1.5V,0.101,5737,,
HD 70642 b,2,,,,,,2231,400,400,3.3,,,0.1,0.06,0.06,,,,0.114583,2003,1/1/2011,277,75,75,2451749,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 70642,125.3666667,-39.7052778,7.17,,,,,28.8,0.16,1,0.84,G5 IV-V,3.88,5670,,
HD 7199 b,0.29,0.023,0.023,,,,615,7,7,1.36,0.02,0.02,0.19,0.13,0.13,,,,0.037778,2011,8/2/2011,155,64,64,2455030,277,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 7199,17.6958333,-66.1880556,8.06,,,,,36,0.28,0.89,0.96,KOIV/V,6.79,5386,,
HD 72659 b,3.15,0.14,0.14,,,,3658,32,32,4.74,0.08,0.08,0.22,0.03,0.03,,,,0.095181,2002,12/20/2010,260.7,6.5,6.5,55351,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 72659,128.5125,-1.5680556,7.46,,,,,49.8,-0.02,0.95,1.36,G2 V,6.5,5926,,
HD 73256 b,1.87,0.49,0.49,,,,2.54858,0.00016,0.00016,0.037,,,0.029,0.02,0.02,,,,0.001014,2003,12/23/2010,337.3,45.8,45.8,52500.18,0.28,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 73256,129.0958333,-30.0375,8.08,,,,,36.5,0.29,1.05,0.89,G8/K0,0.83,5570,,
HD 73267 b,3.06,0.07,0.07,,,,1260,7,7,2.198,0.025,0.025,0.256,0.009,0.009,,,,0.040029,2008,8/27/2014,229.1,1.8,1.8,2451821.7,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 73267,129.075,-34.46,8.9,,,,,54.91,0.03,0.89,1.04,G5V,7.4,5317,,
HD 73526 b,2.9,0.2,0.2,,,,188.3,0.9,0.9,0.66,0.05,0.05,0.19,0.05,0.05,,,,0.006667,2002,12/22/2010,203,9,9,1212.1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 73526,129.3166667,-41.3188889,9,,,,,99,0.25,1.08,1.49,G6 V,5.59,5590,IR Excess,
HD 73526 c,2.5,0.3,0.3,,,,377.8,2.4,2.4,1.05,0.08,0.08,0.14,0.09,0.09,,,,0.010606,2006,12/22/2010,13,76,76,1212.1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 73526,129.3166667,-41.3188889,9,,,,,99,0.25,1.08,1.49,G6 V,5.59,5590,IR Excess,
HD 73534 b,1.15,,,,,,1800,110,110,3.15,,,0.046,0.08,0.08,,,,0.032478,2009,8/13/2009,59,92,92,2453120,830,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 73534,129.8166667,12.9602778,8.24,,,,,96.99,0.16,1.29,2.65,G5IV,,4952,,
HD 74156 b,1.88,0.03,0.03,,,,51.65,0.01,0.01,0.294,,,0.64,0.01,0.01,,,,0.004554,2003,12/21/2010,175.8,1.4,1.4,1980.8,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 74156,130.6041667,4.5780556,7.62,,,,,64.56,0.13,1.24,1.64,G1V,3.7,5960,,
HD 74156 c,8.03,0.12,0.12,,,,2476,8.7,8.7,3.4,,,0.43,0.01,0.01,,,,0.052664,2003,12/21/2010,261.3,2,2,952.2,13.8,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 74156,130.6041667,4.5780556,7.62,,,,,64.56,0.13,1.24,1.64,G1V,3.7,5960,,
HD 7449 b,1.11,0.37,0.27,,,,1275,11,15,2.3,0.04,0.04,0.82,0.06,0.06,,,,0.058974,2011,5/23/2014,339,6,6,2455298,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 7449,18.6208333,-5.0475,7.5,,,,,39,-0.11,1.05,1.01,F8V,2.1,6024,,
HD 7449 c,2,0.54,0.36,,,,4046,366,186,4.96,0.3,0.2,0.53,0.08,0.08,,,,0.127179,2011,5/23/2014,11,8,8,2455883,172,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 7449,18.6208333,-5.0475,7.5,,,,,39,-0.11,1.05,1.01,F8V,2.1,6024,,
HD 75289 b,0.47,,,1.03,,,3.50928,7.29E-05,7.29E-05,0.046,,,0.0211,0.0217,0.0211,,,,0.001589,1999,2/24/2015,136.3,73.9,73.9,2452593.9,0.48,0.48,,,,,,,,,,,,,,,,,,,54.84,1.87,1.87,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 75289,131.9166667,-41.7366667,6.35,,,,,28.94,0.29,1.05,1.25,G0 V,4.96,6120,,
HD 75898 b,2.51,,,,,,418.2,5.7,5.7,1.19,,,0.1,0.05,0.05,,,,0.014768,2007,10/6/2009,263.7,30,30,12907,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Radial Velocity,,,,,HD 75898,133.4625,33.0569444,8.04,,,,,80.58,0.27,1.28,1.6,G0,3.8,6021,,
HD 76700 b,0.23,,,0.99,,,3.97101,0.000203,0.000203,0.049,0.004,0.004,0.0616,0.0426,0.0587,,,,0.000821,2002,2/25/2015,12.3,54.3,54.3,2452659.1,,,,,,,,,,,,,,,,,,1219.9,0.1,0.1,27.24,1.31,1.31,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 76700,133.4791667,-66.8008333,8.13,,,,,59.7,0.14,1,1.33,G6 V,4.51,5726,,
HD 77338 b,0.5,0.025,0.025,,,,5.7561,0.0015,0.0015,0.0614,0.003,0.003,,,,,,,,2012,1/17/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 77338,135.3,-25.5269,8.63,,,,,40.75,0.35,0.93,0.88,K0IV,3.97,5370,,
HD 7924 b,0.0273,0.0017,0.0017,1.05,,,5.39792,0.00025,0.00025,0.05664,0.00069,0.00069,0.058,0.056,0.04,,,,0.003393,2009,4/29/2015,332,71,50,2454096.65,,,2455586.38,0.086,0.11,,,,,,,,,,,,,,,,3.59,0.2,0.2,826,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 7924,20.4958333,76.7102778,7.185,,,,,16.8,-0.15,0.832,0.78,K0V,,5177,,
HD 7924 c,0.0247,0.0023,0.0023,,,,15.299,0.0033,0.0033,0.1134,0.0014,0.0014,0.098,0.096,0.069,,,,,2015,4/29/2015,,,,,,,2455586.29,0.4,0.47,,,,,,,,,,,,,,,,2.31,0.21,0.21,584,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 7924,20.4958333,76.7102778,7.185,,,,,16.8,-0.15,0.832,0.78,K0V,,5177,,
HD 7924 d,0.0203,0.0025,0.0025,,,,24.451,0.017,0.017,0.1551,0.0019,0.0019,0.21,0.13,0.13,,,,,2015,4/29/2015,119,210,97,,,,2455579.1,1,1,,,,,,,,,,,,,,,,1.65,0.21,0.21,499,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 7924,20.4958333,76.7102778,7.185,,,,,16.8,-0.15,0.832,0.78,K0V,,5177,,
HD 79498 b,1.34,0.07,0.07,,,,1966,41,41,3.13,0.08,0.08,0.59,0.02,0.02,,,,0.063878,2012,2/4/2012,221,6,6,2453210.9,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 79498,138.7875,23.3755556,8.03,,,,,49,0.24,1.06,,G5,2.7,5740,,
HD 80606 b,3.94,0.11,0.11,0.921,0.036,0.036,111.43637,0.0009,0.0009,0.449,0.006,0.006,0.93366,0.00043,0.00043,89.285,0.023,0.023,0.007688,2001,8/16/2014,300.651,0.109,0.109,2454424.857,0.05,0.05,,,,2454876.344,0.011,0.011,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,K,HD 80606,140.6541667,50.6036111,8.93,,,,,58.4,0.43,0.98,0.98,G5,7.63,5645,,
HD 81040 b,6.86,0.71,0.71,,,,1001.7,7,7,1.94,,,0.526,0.042,0.042,,,,0.059582,2005,12/23/2010,81.3,7.2,7.2,2452504,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 81040,140.9458333,20.3644444,7.72,,,,,32.56,-0.16,0.96,0.86,G2/G3,4.18,5700,,
HD 81688 b,2.7,,,,,,184.02,0.18,0.18,0.81,,,0,,,,,,0.009177,2008,2/20/2008,,,,2335.4,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 81688,142.1666667,45.6013889,5.41,,,,,88.26,-0.359,2.1,13,K0III-IV,,4753,,
HD 82886 b,1.3,0.1,0.1,,,,705,34,34,1.65,0.06,0.06,0.27,inf,nan,,,,0.0132,2011,9/2/2011,347,80,80,2455200,160,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 82886,143.9375,34.7808333,7.78,,,,,125,-0.31,1.06,4.8,G0,7,5112,,
HD 82943 b,4.8,,,,,,442.4,,,1.19,0,0,0.203,,,19.4,,,0.043336,2003,9/9/2013,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 82943,143.7083333,-12.1294444,6.54,,,,,27.46,0.32,1.18,1.12,G0,3.08,5874,IR Excess,
HD 82943 c,4.78,,,,,,219.3,,,0.746,0,0,0.425,,,19.4,,,0.027167,2003,9/9/2013,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 82943,143.7083333,-12.1294444,6.54,,,,,27.46,0.32,1.18,1.12,G0,3.08,5874,IR Excess,
HD 82943 d,0.29,0.031,0.031,,,,1078,13,13,2.145,0.017,0.017,0,,,,,,,2013,10/30/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 82943,143.7083333,-12.1294444,6.54,,,,,27.46,0.32,1.18,1.12,G0,3.08,5874,IR Excess,
HD 83443 b,0.4,0.034,0.034,1.04,,,2.98572,5.30E-05,5.30E-05,0.0406,0.0033,0.0033,0.007,0.0135,0.007,,,,0.000932,2002,2/24/2015,117.3,82.2,82.2,2452248.9,0.82,0.82,,,,,,,,,,,,,,,,,,,56,1.05,1.05,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 83443,144.2958333,-43.2719444,8.23,,,,,43.54,0.35,0.9,1.04,K0 V,2.94,5460,,
HD 8535 b,0.68,0.04,0.07,,,,1313,28,28,2.45,0.06,0.06,0.15,0.05,0.05,,,,0.046667,2009,9/8/2010,61,43,43,4537,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 8535,20.9041667,-41.2697222,7.7,,,,,52.5,0.02,1.13,1.19,G0V,,6136,,
HD 85390 b,0.132,0.01,0.01,,,,788,25,25,1.52,0.04,0.04,0.41,0.12,0.12,,,,0.044759,2009,7/4/2013,266,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 85390,147.5083333,-49.7902778,8.54,,,,,33.96,-0.07,0.76,,K1V,7.2,5186,,
HD 85390 c,0.2,0.02,0.02,,,,3700,840,840,4.23,0.09,0.09,0,0.07,0.07,,,,,2013,7/4/2013,360,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 85390,147.5083333,-49.7902778,8.54,,,,,33.96,-0.07,0.76,,K1V,7.2,5186,,
HD 85512 b,0.011,0.0016,0.0016,,,,58.43,0.13,0.13,0.26,0.005,0.005,0.11,0.1,0.1,,,,0.023318,2011,9/2/2011,178,0.58,0.58,2455239.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 85512,147.7791667,-43.5027778,7.67,,,,,11.15,-0.33,0.69,,K5V,5.61,4715,,
HD 8574 b,2.11,,,,,,227.55,0.77,0.77,0.77,,,0.288,0.053,0.053,,,,0.017421,2003,10/8/2009,3.6,10.9,10.9,2451467.5,6.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 8574,21.3,28.5666667,7.12,,,,,44.2,0.05,1.17,1.37,F8,7.13,6080,,
HD 86081 b,1.5,,,1.08,,,1.99809,0.006778,0.006778,0.039,,,0.0575,0.108,0.0501,,,,0.000429,2006,2/16/2015,332.6,71.5,71.5,2453753.2,0.3,0.3,,,,,,,,,,,,,,,,,,,189.65,12.09,12.09,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 86081,149.025,-3.8083333,8.73,,,,,91,0.257,1.21,1.22,F8V,6.21,6028,,
HD 86226 b,1.5,1,1,,,,1534,280,280,2.6,0.4,0.4,0.73,0.21,0.21,,,,0.061205,2010,8/27/2014,58,50,50,2452240,290,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 86226,149.125,-24.0994444,7.93,,,,,42.48,-0.04,1.02,,G2V,,,,
HD 86264 b,7,1.6,1.6,,,,1475,55,55,2.86,0.07,0.07,0.7,0.2,0.2,,,,0.039394,2009,8/13/2009,306,10,10,15172,114,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 86264,149.2416667,-15.895,7.42,,,,,72.6,0.202,1.42,1.88,F7V,2.24,6210,,
HD 8673 b,14.2,1.6,1.6,,,,1634,17,17,3.02,0.15,0.15,0.723,0.016,0.016,,,,0.078954,2010,2/26/2015,323.4,3.5,3.5,2454420.5,7.9,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 8673,21.5333333,34.5794444,7.57,,,,,38.25,0.14,1.35,1.39,F7 V,1.95,6472,,
HD 87883 b,12.1,10,9.3,,,,2754,87,87,3.6,0.08,0.08,0.53,0.12,0.12,8.5,3.7,3.7,0.198895,2009,5/27/2014,191,15,15,11139,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 87883,152.1791667,34.2422222,7.57,,,,,18.1,0.093,0.82,0.76,K0V,9.8,4980,,
HD 88133 b,0.3,,,1,,,3.41566,0.00084,0.00084,0.047,,,0.0761,0.0508,0.0761,,,,0.000631,2004,2/24/2015,357.2,60.4,60.4,2453180,,,,,,,,,,,,,,,,,,,,,34.13,3.57,3.57,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 88133,152.5291667,18.1866667,8.01,,,,,74.5,0.34,1.2,1.93,G5 IV,9.56,5494,,
HD 89307 b,2,0.4,0.4,,,,2199,61,61,3.34,0.17,0.17,0.25,0.09,0.09,,,,0.108091,2004,5/25/2012,14,33,33,2454549,190,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 89307,154.5875,12.6208333,7.06,,,,,30.9,-0.14,1.028,1.05,G0V,6.76,5950,,
HD 89744 b,7.2,,,,,,256,0.7,0.7,0.88,,,0.7,0.02,0.02,54,12,12,0.022,2000,7/4/2013,195,3,3,,,,,,,,,,,,,,,,,,,964,2,2,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 89744,155.5416667,41.2294444,5.74,,,,,40,0.18,1.4,2.14,F7 V,2.04,6196,,
HD 89744 c,3.2,0.3,0.3,,,,85.2,0.1,0.1,0.44,0.005,0.005,0,0.05,0.05,,,,,2013,7/4/2013,360,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 89744,155.5416667,41.2294444,5.74,,,,,40,0.18,1.4,2.14,F7 V,2.04,6196,,
HD 90156 b,0.057,0.0046,0.0046,,,,49.77,0.07,0.07,0.25,0.004,0.004,0.31,0.1,0.1,,,,0.006313,2009,10/6/2010,113,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 90156,155.9791667,-29.6455556,6.95,,,,,39.6,-0.24,0.84,,G5V,4.4,5599,,
HD 92788 b,3.86,,,,,,325.81,0.26,0.26,0.97,,,0.334,0.011,0.011,8,8,8,0.029555,2000,7/4/2013,276.4,2.8,2.8,759.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 92788,160.7,-2.1836111,7.31,,,,,32.82,0.32,1.13,0.99,G5,3.78,5559,,
HD 92788 c,0.9,0.3,0.3,,,,162,3,3,0.6,0.01,0.01,0.04,0.21,0.21,,,,,2013,7/4/2013,360,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 92788,160.7,-2.1836111,7.31,,,,,32.82,0.32,1.13,0.99,G5,3.78,5559,,
HD 93083 b,0.37,,,,,,143.58,0.6,0.6,0.477,,,0.14,0.03,0.03,,,,0.016505,2005,8/30/2014,333.5,7.9,7.9,2453181.7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 93083,161.0833333,-33.5769444,8.3,,,,,28.9,0.15,0.7,,K3 V,6,4995,,
HD 93385 b,0.0263,0.00276,0.00276,,,,13.186,0.0059,0.0059,0.1116,0.0018,0.0018,0.15,0.11,0.11,,,,0.002645,2011,9/12/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 93385,161.5625,-41.4644444,7.49,,,,,42.2,,,,G2V,,,,
HD 93385 c,0.0318,0.00399,0.00399,,,,46.025,0.00725,0.00725,0.257,0.0043,0.0043,0.24,0.18,0.18,,,,0.00609,2011,9/12/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 93385,161.5625,-41.4644444,7.49,,,,,42.2,,,,G2V,,,,
HD 9446 b,0.7,0.06,0.06,,,,30.052,0.027,0.027,0.189,0.006,0.006,0.2,0.06,0.06,,,,0.003566,2010,1/5/2010,215,30,30,2454854.4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 9446,23.3333333,29.2652778,8.35,,,,,53,0.09,1,1,G5V,,5793,,
HD 9446 c,1.82,0.17,0.17,,,,192.9,0.9,0.9,0.654,0.022,0.022,0.06,0.06,0.06,,,,0.01234,2010,1/5/2010,100,130,130,2454510,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 9446,23.3333333,29.2652778,8.35,,,,,53,0.09,1,1,G5V,,5793,,
HD 95086 b,5,2,2,,,,,,,61.5,,,,,,,,,,2013,4/24/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,3.85,Published in a refereed paper,Imaging,,,,,HD 95086,164.2625,-68.6672,7.36,,,,,90.4,,1.6,,A8III,0.017,7550,Imaging,
HD 95089 b,1.2,0.1,0.1,,,,507,16,16,1.51,0.05,0.05,0.157,0.086,0.086,,,,0.010863,2010,3/19/2010,317,60,60,2454983,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 95089,164.7,1.7291667,7.92,,,,,139,0.05,1.58,4.9,K0 IV,2.5,5002,,
HD 95127 b,5.01,0.44,0.61,,,,482,5,5,1.28,0.01,0.01,0.11,0.06,0.15,,,,,2015,7/26/2015,40,40,40,24553200,50,50,,,,,,,,,,,,,,,,,,,116,9,16,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 95127,164.8958333,43.81444447,8.15,,,,,300,-0.18,1.2,20,K0,5.5,4218,,
HD 9578 b,0.62,,,,,,494,,,,,,,,,,,,,2009,12/6/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 9578,23.3208333,-38.245,8.21,,,,,57.24,0.11,1.12,,G1V,,,,
HD 96063 b,0.9,0.1,0.1,,,,361.1,9.9,9.9,0.99,0.03,0.03,0.28,inf,nan,,,,0.006266,2011,9/2/2011,90,100,100,2455260,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 96063,166.1833333,-2.5133333,8.37,,,,,158,-0.3,1.02,4.5,K0,9,5148,,
HD 96127 b,4,,,,,,647.3,16.8,16.8,1.4,,,0.3,0.1,0.1,,,,0.002593,2011,10/11/2011,162,18.2,18.2,43969.4,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 96127,166.4416667,44.3016667,7.43,,,,,540,-0.24,0.91,35,K2III,,4152,,
HD 96167 b,0.68,0.18,0.18,,,,498.9,1,1,1.3,0.07,0.07,0.71,0.04,0.04,,,,0.015476,2009,4/21/2009,285,7,7,2453057,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 96167,166.3125,-10.2913889,8.09,,,,,84,0.34,1.31,1.86,G5D,3.8,5770,,
HD 96700 b,0.0284,0.002,0.002,,,,8.1256,0.0013,0.0013,0.0774,0.0012,0.0012,0.1,0.05,0.05,,,,0.003023,2011,9/12/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 96700,166.975,-30.1744444,6.5,,,,,25.6,,,,G0V,,,,
HD 96700 c,0.04,0.005,0.005,,,,103.49,0.5794,0.5794,0.422,0.0073,0.0073,0.37,0.19,0.19,,,,0.016484,2011,9/12/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 96700,166.975,-30.1744444,6.5,,,,,25.6,,,,G0V,,,,
HD 97658 b,0.023754837,0.002485606,0.002611459,0.200464271,0.008475347,0.00874299,9.4903,0.0015,0.0016,0.08,0.018,0.0017,0.078,0.053,0.057,89.14,0.36,0.52,0.003777,2010,8/22/2014,71,63,65,,,,,,,2456523.125,0.00056,0.0006,,,,,,,,,,,,,,,,757,,,,,,,Submitted to a professional journal,Primary Transit,,,,,HD 97658,168.6375,25.7102778,6.27,,,,,21.1,-0.23,0.85,0.73,K1V,,5170,,
HD 98219 b,1.8,0.1,0.1,,,,436.9,4.5,4.5,1.23,0.03,0.03,0.21,inf,nan,,,,0.009179,2011,9/2/2011,47,30,30,2455140,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 98219,169.45,-23.9752778,8.21,,,,,134,-0.02,1.3,4.5,K0III/IV,4,4992,,
HD 98649 b,6.8,0.5,0.5,,,,4951,607,465,5.6,0.4,0.4,0.85,0.05,0.05,,,,,2011,11/30/2012,,,,2450271,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 98649,170.2166667,-23.2172222,8.03,,,,,40.3,,,,G4V,,,,
HD 99109 b,0.502,0.07,0.07,,,,439.3,5.6,5.6,1.105,0.065,0.065,0.09,0.16,0.16,,,,0.018264,2006,7/15/2006,256,,,11310,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 99109,171.0708333,-1.5288889,9.1,,,,,60.5,0.315,0.93,,K0,12.2,5272,,
HD 99492 b,0.109,0.013,0.013,,,,17.0431,0.0047,0.0047,0.1232,0.0071,0.0071,0.254,0.092,0.092,,,,0.006844,2004,7/15/2006,219,22,22,10468.7,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 99492,171.6916667,3.0061111,7.38,,,,,18,0.36,0.83,0.96,K2V,4,4740,,
HD 99492 c,0.36,0.02,0.02,,,,4970,149,149,5.4,0.1,0.1,0.106,0.006,0.006,,,,0.3,2010,11/19/2010,38,2,2,9636,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 99492,171.6916667,3.0061111,7.38,,,,,18,0.36,0.83,0.96,K2V,4,4740,,
